X,Y
-1,0.5482938923652169
-0.997,0.9988721975886417
-0.994,0.378822812561524
-0.991,1.4244777562168376
-0.988,-0.3160116740366675
-0.985,1.0085281340250427
-0.982,0.018909984370423072
-0.979,1.0657662824226657
-0.976,0.36759284056463576
-0.973,8
-0.97,0.0189691041423099
-0.967,8
-0.964,0.791534644786418
-0.961,0.46375787081576825
-0.958,-0.01636426956719164
-0.955,-0.1897895813162785
-0.952,0.11749905715215742
-0.949,8
-0.946,-0.36130903033214323
-0.943,0.09449567561348496
-0.94,-0.041434395679469604
-0.937,0.14294234647980877
-0.9339999999999999,0.008340340044528452
-0.931,-0.11027758184261337
-0.9279999999999999,-0.8694020504901591
-0.925,0.27621945969385775
-0.922,-0.4235145031853714
-0.919,-0.44819169896640165
-0.916,8
-0.913,-0.09154966584726987
-0.91,-0.6730745302509437
-0.907,-0.5086607675949529
-0.904,-1.4374328074747635
-0.901,-0.046709448325327196
-0.898,-1.1569205939418674
-0.895,-0.634745780904584
-0.892,-1.5861967266553916
-0.889,-0.9106614593158309
-0.886,-0.403750781910154
-0.883,0.031590295366392795
-0.88,-0.16333722039824383
-0.877,0.6847664120069031
-0.874,-0.4960807457635811
-0.871,0.04916734722165195
-0.868,-0.49511450874553553
-0.865,-0.536828256231193
-0.862,-1.0047807738775703
-0.859,-0.3879681233174327
-0.856,8
-0.853,-0.1764560573610905
-0.85,-0.5448506732959528
-0.847,-1.1771925729937527
-0.844,-1.2130486006669499
-0.841,-0.7107080170379707
-0.838,-1.0013765695529289
-0.835,-0.9513443892528033
-0.832,-1.4140408878289663
-0.829,-1.2909303237637384
-0.826,-1.4124028075673811
-0.823,-1.2549782350177996
-0.8200000000000001,-1.5386248025548344
-0.817,-0.8198280978943773
-0.8140000000000001,-1.7780098392853212
-0.8109999999999999,-1.2983235942651437
-0.808,-1.266754347444582
-0.8049999999999999,-1.5162091584334554
-0.802,-1.676055969870978
-0.7989999999999999,-0.5208728462709471
-0.796,-1.2810742905636925
-0.7929999999999999,-0.6758683267281205
