X,Y
-1,0.8981139614593638
-0.997,0.4245642486902523
-0.994,1.2928666666453095
-0.991,1.1760028791613122
-0.988,0.3807884687753825
-0.985,0.25813051639310547
-0.982,-0.14150772846636478
-0.979,-0.49476483715553005
-0.976,0.11123126542487125
-0.973,0.5462689946313241
-0.97,0.1677409695290172
-0.967,0.290011217422654
-0.964,-0.12708196944237976
-0.961,-0.4176570383147439
-0.958,25
-0.955,0.5489148991817537
-0.952,25
-0.949,25
-0.946,0.4648185281003941
-0.943,0.4151827321010105
-0.94,-0.17307563479654925
-0.937,-0.11078595919921441
-0.9339999999999999,-0.08205589796452498
-0.931,-0.3812226899033719
-0.9279999999999999,-1.066111288662824
-0.925,-0.2696947268802974
-0.922,25
-0.919,0.20137683282140428
-0.916,0.5043485677135711
-0.913,-0.5741356336891583
-0.91,-0.4693994897978998
-0.907,25
-0.904,0.16960633567763816
-0.901,-0.12581657565897753
-0.898,0.12292875031501943
-0.895,-1.0909970613731592
-0.892,25
-0.889,25
-0.886,-0.699538591524656
-0.883,-0.30608241874952724
-0.88,-0.8050902407300067
-0.877,-0.30924142022706164
-0.874,-0.7162148575323907
-0.871,25
-0.868,-0.6412004434627218
-0.865,-0.2654391572411815
-0.862,-0.14546181891765353
-0.859,-0.22152906159525532
-0.856,0.20908022556999606
-0.853,-1.0627686706601653
-0.85,-0.4764806069811144
-0.847,-1.1049704664555293
-0.844,25
-0.841,-0.843913296467803
-0.838,25
-0.835,-0.5242248203198949
-0.832,25
-0.829,-0.17145233140791372
-0.826,-0.9754193412374508
-0.823,-0.11845421524087263
-0.8200000000000001,-0.9908722909872716
-0.817,25
-0.8140000000000001,-0.05891512982466629
-0.8109999999999999,25
-0.808,-0.2572760900840644
-0.8049999999999999,-1.3332224996555453
-0.802,25
-0.7989999999999999,25
-0.796,25
-0.7929999999999999,-2.2257759641176444
-0.79,-0.2445765299817534
-0.787,-0.3319385057589106
-0.784,25
-0.781,-1.8272998982474387
-0.778,25
-0.775,-1.309294780077356
-0.772,-0.6275594227245167
-0.769,25
-0.766,0.031470284255394
-0.763,-1.5502942552479484
-0.76,25
-0.757,-0.31958867821445314
-0.754,-1.0102690008631217
-0.751,25
-0.748,-0.12469681498416796
-0.745,-0.1115745733013388
-0.742,-0.22594903363498786
-0.739,-1.3512446312305508
-0.736,-1.2540490504490962
-0.733,-1.4950555792407263
-0.73,-0.7664445923815286
-0.727,-0.7006203708534815
-0.724,-1.2638706308303287
-0.721,-0.7681583436317065
-0.718,-0.6967065952653807
-0.715,-1.120078860777952
-0.712,-0.1636511218178267
-0.7090000000000001,0.40811566002240274
-0.706,-1.1423116857161097
-0.7030000000000001,-0.5285139128580074
-0.7,-1.2921359359258215
-0.6970000000000001,-0.06815004296271299
-0.694,-1.7466813483668724
-0.6910000000000001,25
-0.688,-1.3283941380983513
-0.685,-0.7733845943967002
-0.6819999999999999,-0.8539741692887319
-0.679,25
-0.6759999999999999,-0.3202635530519431
-0.673,25
-0.6699999999999999,-0.4945906846512359
-0.667,-0.9144028948989282
-0.6639999999999999,-0.27652312710913074
-0.661,25
-0.6579999999999999,-0.3274531815959987
-0.655,-0.448703092481034
-0.6519999999999999,0.30777560422491984
-0.649,0.20995351594229197
-0.646,25
-0.643,0.3553177160259705
-0.64,25
-0.637,-0.21121335456516546
-0.634,0.12829882704683646
-0.631,-0.741907200355401
-0.628,25
-0.625,-0.10787588476255547
-0.622,0.5836756209246521
