X,Y
-1,0.843475465390741
-0.997,0.8898528884749004
-0.994,0.7730386332373125
-0.991,1.029110717898439
-0.988,0.49834006237207584
-0.985,1.026728849673278
-0.982,-0.181552397842574
-0.979,0.5750525514342902
-0.976,-0.2534687829991437
-0.973,0.16492494832096494
-0.97,1.1595520187623807
-0.967,0.1534913875014705
-0.964,0.5933327887146562
-0.961,0.556334702743369
-0.958,0.21352259627569248
-0.955,0.019793509253006505
-0.952,-0.14384987672546234
-0.949,-0.0987464558705353
-0.946,0.07600599497280965
-0.943,0.3268129984607846
-0.94,-1.1516040954559386
-0.937,-0.536345986226062
-0.9339999999999999,-0.3951836041422305
-0.931,-0.33589113432405515
-0.9279999999999999,0.4163800968686098
-0.925,0.3021018323538067
-0.922,0.8093808837287524
-0.919,0.6372275586102678
-0.916,-0.7837042662267064
-0.913,-0.32048138739329607
-0.91,-0.4260854795048329
-0.907,10
-0.904,-0.976243578779485
-0.901,-0.2764380033037301
-0.898,-0.9419817460871855
-0.895,-0.14008190544201282
-0.892,10
-0.889,-0.8792063673911538
-0.886,0.20682676750712858
-0.883,-0.6720005323984174
-0.88,0.34618040142977846
-0.877,-0.8486190794660937
-0.874,-0.6031299938757453
-0.871,-0.5489716093191588
-0.868,-0.7695611724538449
-0.865,0.47109468430513846
-0.862,-1.3989343215740484
-0.859,-1.005422868344164
-0.856,-1.5242007907020365
-0.853,-1.001295336165612
-0.85,-1.2045482952066242
-0.847,10
-0.844,-1.29752180568129
-0.841,-0.40177123485764327
-0.838,-0.9658969464583289
-0.835,-0.9014397220156382
-0.832,10
-0.829,-1.0137270435209076
-0.826,-1.465255349679638
-0.823,-0.2690652109960451
-0.8200000000000001,-0.5735009122979642
-0.817,-0.9061161995026485
-0.8140000000000001,-1.445427279114213
-0.8109999999999999,-0.6529065869202739
-0.808,-0.8273916358794868
-0.8049999999999999,-1.095515029840819
-0.802,-0.5371715363626006
-0.7989999999999999,-1.1999754710407107
-0.796,-0.9865622464230296
-0.7929999999999999,-1.0577010572241583
-0.79,-1.3066484768545883
-0.787,-0.48114522917266556
-0.784,-1.5328495923543095
-0.781,-1.4878577201500873
-0.778,-0.8075069239043954
-0.775,-0.5864792904448124
-0.772,10
-0.769,-1.402964568924139
-0.766,-0.4820290455660395
-0.763,-1.5739777837419795
-0.76,-0.5364967404402468
-0.757,-1.222443405417117
-0.754,-0.8791303660490908
-0.751,-1.5103810701173277
-0.748,-0.8875848664160819
-0.745,-0.00958221528886094
-0.742,-2.157332844066834
-0.739,-0.6903012878876895
-0.736,-0.606993276135683
-0.733,-1.3577260148460013
-0.73,-0.4593726108479958
-0.727,-1.183550841532358
-0.724,-1.329882495404474
-0.721,-1.2202079603975868
-0.718,-1.1004855838650878
-0.715,-0.7889703068940865
-0.712,-1.0772805108806613
-0.7090000000000001,0.48661790929933724
-0.706,0.16360376594595438
-0.7030000000000001,-0.0241874664364794
-0.7,-0.17860177698581797
-0.6970000000000001,-1.2788205284113459
-0.694,-1.8009627261020806
-0.6910000000000001,10
-0.688,0.42117163389273005
-0.685,10
-0.6819999999999999,-0.27122832010551856
-0.679,-0.19932404538363768
-0.6759999999999999,0.08266434612095713
-0.673,-0.9250631588477547
-0.6699999999999999,-0.6791059304940106
-0.667,-1.045552921421866
-0.6639999999999999,-0.2271138467597383
-0.661,10
-0.6579999999999999,10
-0.655,-0.13732827734771272
-0.6519999999999999,0.1168779099104364
-0.649,0.2717144359170085
-0.646,-0.10321464380354509
-0.643,-0.38350123474956654
-0.64,0.6810524284846451
-0.637,-0.14115833635705868
-0.634,10
-0.631,0.5197929482318413
-0.628,0.147904042848253
-0.625,-0.295273311490737
-0.622,-0.2708509999502395
-0.619,0.13085129966401018
-0.616,0.10588581876063918
-0.613,-0.4666755068972286
-0.61,1.107070161037844
-0.607,0.7617339528786238
-0.604,-0.3837387287653844
-0.601,0.8137923384294277
-0.598,0.17778261461898312
-0.595,0.2797014718568005
-0.592,0.9025048458314087
-0.589,10
-0.586,-2.3756661715307326e-4
-0.583,0.6433479507525273
-0.5800000000000001,0.8318103273879314
-0.577,-0.18377343067956253
-0.5740000000000001,0.5501550672356663
-0.571,1.193883396261649
-0.5680000000000001,1.3561052416531523
-0.565,10
-0.562,0.5989811484391288
-0.5589999999999999,10
-0.556,-0.2174873404805755
-0.5529999999999999,0.28889613383018836
-0.55,-0.013859339395581705
-0.5469999999999999,-0.36417225572890777
-0.544,0.3452162180293549
-0.5409999999999999,0.3117243933639197
-0.538,0.41445429012303875
-0.5349999999999999,-0.08590527814825533
-0.532,1.389485847275602
-0.5289999999999999,0.28649390271424646
-0.526,1.0848017465512283
-0.5229999999999999,0.19237869194095913
-0.52,10
-0.517,0.8206185839205137
-0.514,1.3541312625323272
-0.511,1.079096673174757
-0.508,0.48041150149898987
-0.505,0.8436125557145829
-0.502,10
-0.499,1.6900973802408692
-0.496,0.4009757878392949
-0.493,1.5440387516918723
-0.49,0.42409594773400083
-0.487,0.7525482051080168
-0.484,0.9563709389427724
-0.481,0.9248887750851212
-0.478,-0.016594209570188534
-0.475,1.0407754899341661
-0.472,1.4223140626974793
-0.469,10
-0.46599999999999997,1.365852715835659
-0.46299999999999997,10
-0.45999999999999996,1.565514331413374
-0.45699999999999996,1.0182507850948384
-0.45399999999999996,0.7419347641168375
-0.45099999999999996,1.4132005982686084
-0.44799999999999995,0.8625945983165852
-0.44499999999999995,1.7125649818747823
-0.44199999999999995,1.2328832581748996
