X,Y
-1,-0.14860281541050735
-0.997,5
-0.994,5
-0.991,5
-0.988,5
-0.985,0.9341971861529628
-0.982,-0.23095473520801496
-0.979,5
-0.976,0.41581862623333843
-0.973,5
-0.97,0.08796364255366429
-0.967,0.2358586125133547
-0.964,-0.2063737176961361
-0.961,0.17573223862053772
-0.958,-0.03254860344597896
-0.955,-0.568656349096637
-0.952,5
-0.949,-0.2247974798590926
-0.946,-0.23415335339924526
-0.943,0.33606886517685236
-0.94,0.5486193257693099
-0.937,0.013825089908284002
-0.9339999999999999,-0.8362150412038696
-0.931,-0.3539119541515868
-0.9279999999999999,0.40047516311585685
-0.925,0.001484310862180649
-0.922,5
-0.919,0.8040146552499615
-0.916,5
-0.913,5
-0.91,0.3136597946104693
-0.907,5
-0.904,0.5732256740359847
-0.901,5
-0.898,-0.28580231575233905
-0.895,5
-0.892,-0.6235851367931475
-0.889,-0.8571126916183803
-0.886,-0.66813019488589
-0.883,0.14734518147747155
-0.88,-0.19915083552515123
-0.877,-0.7197547921705028
-0.874,-1.031217300363262
-0.871,-0.9805083256222396
-0.868,5
-0.865,-1.2182661766483682
-0.862,-0.6366208011845546
-0.859,5
-0.856,-1.2429905137445476
-0.853,5
-0.85,5
-0.847,-1.375685702956574
-0.844,-0.9488663983130171
-0.841,-1.4350189450358282
-0.838,-0.37734951992566834
-0.835,-0.6161940420906236
-0.832,5
-0.829,-1.133563172332308
-0.826,-0.36083275943689574
-0.823,-0.7117706517346133
-0.8200000000000001,5
-0.817,-1.3918244854050295
-0.8140000000000001,5
-0.8109999999999999,5
-0.808,5
-0.8049999999999999,-1.250337265165529
-0.802,5
-0.7989999999999999,-1.242426324035355
-0.796,-0.43890662445399475
-0.7929999999999999,5
-0.79,-1.226260024487771
-0.787,-0.3302719469692731
-0.784,5
-0.781,-1.029715979445626
-0.778,-1.4846019157060806
-0.775,5
-0.772,5
-0.769,5
-0.766,-0.5014195187278221
-0.763,-1.0665875217975826
-0.76,-1.5353425863659045
-0.757,-0.5791289084700997
-0.754,-0.4485869338049123
-0.751,-0.3396895144301181
-0.748,-1.4451030225711605
