78.17106442791913,307,130,3504,12
15,350,165,3693,11.5
78.00593726758906,318,150,3436,11
71.97794555749641,304,150,3433,12
79.00746482496974,302,140,3449,10.5
15,429,198,4341,10
75.39376848339572,454,220,4354,9
44.11338574832084,440,215,4312,8.5
44.16114805909649,455,225,4425,10
76.62136978564658,390,190,3850,8.5
75.37527873476705,383,170,3563,10
14,340,160,3609,8
74.00389677233153,400,150,3761,9.5
14,455,225,3086,10
24,113,95,2372,15
52.05767867959829,198,95,2833,15.5
18,199,97,2774,15.5
52.6602566351723,200,85,2587,16
58.23262042429923,97,88,2130,14.5
26,97,46,1835,20.5
25,110,87,2672,17.5
52.20666920946411,107,90,2430,14.5
86.8214046942688,104,95,2375,17.5
87.41715547879865,121,113,2234,12.5
82.92214962161852,199,90,2648,15
10,360,215,4615,14
10,307,200,4376,15
42.359476799200365,318,210,4382,13.5
66.79038951861182,304,193,4732,18.5
119.16861288406623,97,88,2130,14.5
116.13759770840926,140,90,2264,15.5
85.180261229676,113,95,2228,14
16,225,105,3439,15.5
107.2292647450165,250,100,3329,15.5
77.2643478890624,250,88,3302,15.5
48.34720818979744,232,100,3288,15.5
133.19239748354428,350,165,4209,12
14,400,175,4464,11.5
74.21882673869479,351,153,4154,13.5
77.01973343437267,318,150,4096,13
101.49696831336163,383,180,4955,11.5
99.23983854394262,400,170,4746,12
43.26189298644621,400,175,5140,12
48.26189298644621,258,110,2962,13.5
22,140,72,2408,19
50.23262042429923,250,100,3282,15
18,250,88,3139,14.5
50.77127634803231,122,86,2220,14
28,116,90,2123,14
92.5920972234996,79,70,2074,19.5
60.019113170579516,88,76,2065,14.5
62.23262042429923,71,65,1773,19
183.68239721692834,72,69,1613,18
145.97126853090182,97,60,1834,19
26,91,70,1955,20.5
81.93242440712879,113,95,2278,15.5
55.019113170579516,97.5,80,2126,17
144.78877645283907,97,54,2254,23.5
20,140,90,2408,19.5
82.60851522316307,122,86,2226,16.5
43.019113170579516,350,165,4274,12
41.77127634803231,400,175,4385,12
44.948258587990765,318,150,4135,13.5
44.019113170579516,351,153,4129,13
48.6602566351723,304,150,3672,11.5
73.5920972234996,429,208,4633,11
136.35347099758982,350,155,4502,13.5
103.76966328225956,350,160,4456,13.5
70.79038951861182,400,190,4422,12.5
76.71953493602308,70,97,2330,13.5
15,304,150,3892,12.5
13,307,130,4098,14
43.26189298644621,302,140,4294,16
135.76904721816277,318,150,4077,14
48.26189298644621,121,112,2933,14.5
82.13249891890035,121,76,2511,18
52.359476799200365,120,87,2979,19.5
85.13075314723267,96,69,2189,18
79.79038951861182,122,86,2395,16
28,97,92,2288,17
53.05767867959829,120,97,2506,14.5
28,98,80,2164,15
27,97,88,2100,16.5
13,350,175,4100,13
75.30773538719113,304,150,3672,11.5
13,350,145,3988,13
102.50213598725232,302,137,4042,14.5
46.23262042429923,318,150,3777,12.5
73.62136978564658,429,198,4952,11.5
43.26189298644621,400,150,4464,12
43.11338574832084,351,158,4363,13
42.20666920946411,318,150,4237,14.5
43.05767867959829,440,215,4735,11
12,455,225,4951,11
42.948258587990765,360,175,3821,11
49.359476799200365,225,105,3121,16.5
105.3875482217541,250,100,3278,18
79.34600617262006,232,100,2945,16
49.23262042429923,250,88,3021,16.5
23,198,95,2904,16
26,97,46,1950,21
11,400,150,4997,14
12,400,167,4906,12.5
105.54035581149036,360,170,4654,13
101.59268104230111,350,180,4499,12.5
45.77127634803231,232,100,2789,15
51.23262042429923,97,88,2279,19
21,140,72,2401,19.5
79.71953493602308,108,94,2379,16.5
18,70,90,2124,13.5
19,122,85,2310,18.5
51.019113170579516,155,107,2472,14
113.98142792246928,98,90,2265,15.5
103.61155607885985,350,145,4082,13
16,400,230,4278,9.5
89.28100615702573,68,49,1867,19.5
24,116,75,2158,15.5
50.26189298644621,114,91,2582,14
80.37858996977988,121,112,2868,15.5
104.67953175698531,318,150,3399,11
24,121,110,2660,14
20,156,122,2807,13.5
11,350,180,3664,11
79.96737175857028,198,95,3102,16.5
46.77127634803231,232,100,2901,16
60.948258587990765,79,67,1950,19
56.05767867959829,122,80,2451,16.5
32,71,65,1836,21
25,140,75,2542,17
77.77364238349314,250,100,3781,17
105.62382468826277,258,110,3632,18
48.34720818979744,225,105,3613,16.5
77.92214962161852,302,140,4141,14
13,350,150,4699,14.5
133.51225302122546,318,150,4457,13.5
14,302,140,4638,16
45.23262042429923,304,150,4257,15.5
58.948258587990765,98,83,2219,16.5
26,79,67,1963,15.5
81.97794555749641,97,78,2300,14.5
61.34720818979744,76,52,1649,16.5
63.23262042429923,83,61,2003,19
28,90,75,2125,14.5
54.34720818979744,90,75,2108,15.5
53.77127634803231,116,75,2246,14
24,120,97,2489,15
86.0767918501778,108,93,2391,15.5
61.11338574832084,79,67,2000,16
50.359476799200365,225,95,3264,16
48.26189298644621,250,105,3459,16
106.7219009714839,250,72,3432,21
103.04581015544963,250,72,3158,19.5
16,400,170,4668,11.5
45.34720818979744,350,145,4440,14
107.7643636685961,318,150,4498,14.5
103.62382468826277,351,148,4657,13.5
47.019113170579516,231,110,3907,21
43.77127634803231,250,105,3897,18.5
43.20666920946411,258,110,3730,19
108.62174199721477,225,95,3785,19
79.15492779745487,231,110,3039,15
